play_type,team,time,play_description,period_id,game_id,home_team,home_location,home_nickname,home_score_total,away_team,away_location,away_nickname,away_score_total,goalie_change,penalty,on_ice_situation,score,minute_start,second_start,clock,leader,away_goals,home_goals,sec_from_start,power_play_seconds,time_elapsed,time_remaining,player_name_1,player_jersey_1,home_skaters,away_skaters,penalty_type,penalty_level,penalty_length,start_power_play,end_power_play,shot_result,player_name_2,player_name_3,player_jersey_2,player_jersey_3,shot_type,season
Goal,Boston Pride,12:38,#14 Brianna Decker from #11 Jordan Smelker and #10 Blake BoldenEven Strength2 - 0 BOS,1,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,2 - 0 BOS,12,38,7:22,BOS,2,0 ,758,0,12:38,7:22,Brianna Decker,14,6,6,,,,331,451,made,Jordan Smelker,Blake Bolden,11,10,,2016
Penalty,Boston Pride,15:07,#10 Blake Bolden Roughing Minor 2 minsPower Play,1,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,2 - 0 BOS,15,7,4:53,BOS,2,0 ,907,120,15:07,4:53,Blake Bolden,10,6,6,Roughing,Minor,2 mins,907,1027,,,,,,,2016
Penalty,New York RivetersNYR,19:56,#11 Morgan Fritz-Ward Boarding Minor 2 minsPower Play,1,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,2 - 0 BOS,19,56,0:04,BOS,2,0 ,1196,120,19:56,0:04,Morgan Fritz-Ward Boarding,11,6,6,,Minor,2 mins,1196,1316,,,,,,,2016
Goalie,New York RivetersNYR,00:00,#33 Nana Fujimoto replaced by #33 Nana Fujimoto,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,2 - 0 BOS,0,0,20:00,BOS,2,0 ,1200,0,00:00,20:00,Nana Fujimo replaced,33,6,6,,,,1196,1316,,Nana Fujimo,,33,,,2016
Goalie,Boston Pride,00:00,#30 Lauren Slebodnick replaced by #30 Lauren Slebodnick,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,2 - 0 BOS,0,0,20:00,BOS,2,0 ,1200,0,00:00,20:00,Lauren Slebodnick replaced,30,6,6,,,,1196,1316,,Lauren Slebodnick,,30,,,2016
Penalty,New York RivetersNYR,00:00,#2 Amber Moore Holding Minor 2 minsPower Play,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,2 - 0 BOS,0,0,20:00,BOS,2,0 ,1200,120,00:00,20:00,Amber Moore,2,6,6,Holding,Minor,2 mins,1200,1320,,,,,,,2016
Penalty,Boston Pride,08:14,#12 Marissa Gedman Tripping Minor 2 minsPower Play,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,2 - 0 BOS,8,14,11:46,BOS,2,0 ,1694,120,08:14,11:46,Marissa Gedman,12,6,6,Tripping,Minor,2 mins,1694,1814,,,,,,,2016
SH Goal,Boston Pride,08:42,#14 Brianna Decker from #23 Corinne BuieShort Handed3 - 0 BOS,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,3 - 0 BOS,8,42,11:18,BOS,3,0 ,1722,0,08:42,11:18,Brianna Decker,14,6,6,,,,1694,1814,made,Corinne Buie,,23,,,2016
Goalie,Boston Pride,11:04,#30 Lauren Slebodnick replaced by #29 Brittany Ott,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,3 - 0 BOS,11,4,8:56,BOS,3,0 ,1864,0,11:04,8:56,Lauren Slebodnick replaced,30,6,6,,,,1694,1814,,Brittany Ott,,29,,,2016
Goalie,New York RivetersNYR,11:04,#33 Nana Fujimoto replaced by #1 Shenae Lundberg,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,3 - 0 BOS,11,4,8:56,BOS,3,0 ,1864,0,11:04,8:56,Nana Fujimo replaced,33,6,6,,,,1694,1814,,Shenae Lundberg,,1,,,2016
Penalty,New York RivetersNYR,12:15,#26 Kiira Dosdall-Arena Roughing Minor 2 minsPower Play,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,3 - 0 BOS,12,15,7:45,BOS,3,0 ,1935,120,12:15,7:45,Kiira Dosdall-Arena,26,6,6,Roughing,Minor,2 mins,1935,2055,,,,,,,2016
Penalty,Boston Pride,17:00,#21 Hilary Knight Hooking Minor 2 minsPower Play,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,3 - 0 BOS,17,0,2:00,BOS,3,0 ,2220,120,17:00,2:00,Hilary Knight,21,6,6,Hooking,Minor,2 mins,2220,2340,,,,,,,2016
Penalty,Boston Pride,17:50,#10 Blake Bolden Roughing Minor 2 minsPower Play,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,3 - 0 BOS,17,50,2:10,BOS,3,0 ,2270,120,17:50,2:10,Blake Bolden,10,6,6,Roughing,Minor,2 mins,2270,2390,,,,,,,2016
Penalty,New York RivetersNYR,17:50,#14 Madison Packer Roughing Double Minor 4 minsPower Play,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,3 - 0 BOS,17,50,2:10,BOS,3,0 ,2270,240,17:50,2:10,Madison Packer  Double,14,6,6,Roughing,Minor,4 mins,2270,2510,,,,,,,2016
Goal,New York RivetersNYR,18:23,#21 Gabie FigueroaEven Strength3 - 1 BOS,2,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,3 - 1 BOS,18,23,1:37,BOS,3,1 ,2303,0,18:23,1:37,Gabie Figueroa,21,6,6,,,,2270,2510,made,,,,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,3 - 1 BOS,0,0,20:00,BOS,3,1 ,2400,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,2270,2510,,Brittany Ott,,29,,,2016
Goalie,New York RivetersNYR,00:00,#1 Shenae Lundberg replaced by #1 Shenae Lundberg,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,3 - 1 BOS,0,0,20:00,BOS,3,1 ,2400,0,00:00,20:00,Shenae Lundberg replaced,1,6,6,,,,2270,2510,,Shenae Lundberg,,1,,,2016
Goal,Boston Pride,00:12,#44 Zoe Hickel from #16 Amanda Pelkey and #21 Hilary KnightEven Strength4 - 1 BOS,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,4 - 1 BOS,0,12,19:48,BOS,4,1 ,2412,0,00:12,19:48,Zoe Hickel,44,6,6,,,,2270,2510,made,Amanda Pelkey,Hilary Knight,16,21,,2016
Penalty,New York RivetersNYR,00:28,#26 Kiira Dosdall-Arena Roughing Minor 2 minsPower Play,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,4 - 1 BOS,0,28,19:32,BOS,4,1 ,2428,120,00:28,19:32,Kiira Dosdall-Arena,26,6,6,Roughing,Minor,2 mins,2428,2548,,,,,,,2016
Goal,Boston Pride,05:19,#23 Corinne Buie from #10 Blake BoldenEven Strength5 - 1 BOS,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,5 - 1 BOS,5,19,14:41,BOS,5,1 ,2719,0,05:19,14:41,Corinne Buie,23,6,6,,,,2428,2548,made,Blake Bolden,,10,,,2016
Goal,Boston Pride,05:50,#10 Blake Bolden from #21 Hilary Knight and #44 Zoe HickelEven Strength6 - 1 BOS,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,6 - 1 BOS,5,50,14:10,BOS,6,1 ,2750,0,05:50,14:10,Blake Bolden,10,6,6,,,,2428,2548,made,Hilary Knight,Zoe Hickel,21,44,,2016
Penalty,New York RivetersNYR,08:27,#2 Amber Moore Roughing Minor 2 minsPower Play,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,6 - 1 BOS,8,27,11:33,BOS,6,1 ,2907,120,08:27,11:33,Amber Moore,2,6,6,Roughing,Minor,2 mins,2907,3027,,,,,,,2016
Penalty,New York RivetersNYR,10:38,Served by #91 Taylor Holze Delay of Game Bench Minor 2 minsPower Play,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,6 - 1 BOS,10,38,9:22,BOS,6,1 ,3038,120,10:38,9:22,Taylor Holze,91,6,6,Delay,Minor,2 mins,3038,3158,,,,,,,2016
PP Goal,Boston Pride,10:49,#11 Jordan Smelker from #14 Brianna Decker and #12 Marissa GedmanPower Play7 - 1 BOS,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,0,Even Strength,7 - 1 BOS,10,49,9:11,BOS,7,1 ,3049,0,10:49,9:11,Jordan Smelker,11,6,6,,,,3038,3158,made,Brianna Decker,Marissa Gedman,14,12,,2016
Penalty,Boston Pride,13:24,#10 Blake Bolden Interference Minor 2 minsPower Play,3,40865, New York Riveters,"",New York Riveters,1, Boston Pride,"",Boston Pride,7,,1,Even Strength,7 - 1 BOS,13,24,6:36,BOS,7,1 ,3204,120,13:24,6:36,Blake Bolden,10,6,6,Interference,Minor,2 mins,3204,3324,,,,,,,2016
Goalie,Boston Pride,00:00,Starting Goalie #29 Brittany Ott,1,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Brittany Ott,29,5,5,,,,,,,,,,,,2016
Goalie,Buffalo Beauts,00:00,Starting Goalie #29 Brianne McLaughlin,1,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Brianne McLaughlin,29,5,5,,,,,,,,,,,,2016
Penalty,Buffalo Beauts,05:40,#77 Hayley Williams Tripping Minor 2 minsPower Play,1,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,0 - 0 T,5,40,14:20,T,0,0,340,120,05:40,14:20,Hayley Williams,77,6,6,Tripping,Minor,2 mins,340,460,,,,,,,2016
Penalty,Boston Pride,15:18,#10 Blake Bolden Interference Minor 2 minsPower Play,1,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,0 - 0 T,15,18,4:42,T,0,0,918,120,15:18,4:42,Blake Bolden,10,6,6,Interference,Minor,2 mins,918,1038,,,,,,,2016
Goal,Boston Pride,18:55,#14 Brianna DeckerEven Strength1 - 0 BOS,1,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,1 - 0 BOS,18,55,1:05,BOS,1,0 ,1135,0,18:55,1:05,Brianna Decker,14,6,6,,,,918,1038,made,,,,,,2016
Goalie,Buffalo Beauts,00:00,#29 Brianne McLaughlin replaced by #29 Brianne McLaughlin,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,1 - 0 BOS,0,0,20:00,BOS,1,0 ,1200,0,00:00,20:00,Brianne McLaughlin replaced,29,6,6,,,,918,1038,,Brianne McLaughlin,,29,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,1 - 0 BOS,0,0,20:00,BOS,1,0 ,1200,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,918,1038,,Brittany Ott,,29,,,2016
Goal,Buffalo Beauts,02:21,#3 Kelley Steadman from #10 Meghan Duggan and #13 Shelby BramEven Strength1 - 1 Tie,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,1 - 1 T,2,21,17:39,T,1,1 ,1341,0,02:21,17:39,Kelley Steadman,3,6,6,,,,918,1038,made,Meghan Duggan,Shelby Bramie,10,13,,2016
Goal,Boston Pride,04:09,#15 Emily Field from #91 Rachel LlanesEven Strength2 - 1 BOS,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,2 - 1 BOS,4,9,15:51,BOS,2,1 ,1449,0,04:09,15:51,Emily Field,15,6,6,,,,918,1038,made,Rachel Llanes,,91,,,2016
Goal,Boston Pride,05:48,#14 Brianna Decker from #11 Jordan Smelker and #23 Corinne BuieEven Strength3 - 1 BOS,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,3 - 1 BOS,5,48,14:12,BOS,3,1 ,1548,0,05:48,14:12,Brianna Decker,14,6,6,,,,918,1038,made,Jordan Smelker,Corinne Buie,11,23,,2016
Penalty,Buffalo Beauts,10:34,#7 Emily Pfalzer Tripping Penalty Shot Penalty Shot,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,3 - 1 BOS,10,34,9:26,BOS,3,1 ,1834,0,10:34,9:26,Emily Pfalzer,7,6,6,Tripping,,,1834,1038,,,,,,Penalty Shot,2016
Penalty,Buffalo Beauts,14:41,#10 Meghan Duggan Roughing Minor 2 minsPower Play,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,3 - 1 BOS,14,41,5:19,BOS,3,1 ,2081,120,14:41,5:19,Meghan Duggan,10,6,6,Roughing,Minor,2 mins,2081,2201,,,,,,,2016
SH Goal,Buffalo Beauts,16:34,#3 Kelley Steadman from #36 Kourtney KunichikaShort Handed3 - 2 BOS,2,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,3 - 2 BOS,16,34,3:26,BOS,3,2 ,2194,0,16:34,3:26,Kelley Steadman,3,6,6,,,,2081,2201,made,Kourtney Kunichika,,36,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,3 - 2 BOS,0,0,20:00,BOS,3,2 ,2400,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,2081,2201,,Brittany Ott,,29,,,2016
Goalie,Buffalo Beauts,00:00,#29 Brianne McLaughlin replaced by #29 Brianne McLaughlin,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,3 - 2 BOS,0,0,20:00,BOS,3,2 ,2400,0,00:00,20:00,Brianne McLaughlin replaced,29,6,6,,,,2081,2201,,Brianne McLaughlin,,29,,,2016
Penalty,Boston Pride,07:23,#14 Brianna Decker Slashing Minor 2 minsPower Play,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,3 - 2 BOS,7,23,12:37,BOS,3,2 ,2843,120,07:23,12:37,Brianna Decker,14,6,6,Slashing,Minor,2 mins,2843,2963,,,,,,,2016
Penalty,Buffalo Beauts,07:23,#3 Kelley Steadman Slashing Minor 2 minsPower Play,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,3 - 2 BOS,7,23,12:37,BOS,3,2 ,2843,120,07:23,12:37,Kelley Steadman,3,6,6,Slashing,Minor,2 mins,2843,2963,,,,,,,2016
Penalty,Buffalo Beauts,07:56,#26 Maggie Giamo Tripping Minor 2 minsPower Play,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,3 - 2 BOS,7,56,12:04,BOS,3,2 ,2876,120,07:56,12:04,Maggie Giamo,26,6,6,Tripping,Minor,2 mins,2876,2996,,,,,,,2016
PP Goal,Boston Pride,08:45,#19 Gigi Marvin from #22 Kacey Bellamy and #21 Hilary KnightPower Play4 - 2 BOS,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,4 - 2 BOS,8,45,11:15,BOS,4,2 ,2925,0,08:45,11:15,Gigi Marvin,19,6,6,,,,2876,2996,made,Kacey Bellamy,Hilary Knight,22,21,,2016
Penalty,Boston Pride,09:01,#3 Jillian Dempsey Roughing Minor 2 minsPower Play,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,4 - 2 BOS,9,1,10:59,BOS,4,2 ,2941,120,09:01,10:59,Jillian Dempsey,3,6,6,Roughing,Minor,2 mins,2941,3061,,,,,,,2016
PP Goal,Buffalo Beauts,09:28,#36 Kourtney Kunichika from #9 Megan Bozek and #7 Emily PfalzerPower Play4 - 3 BOS,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,4 - 3 BOS,9,28,10:32,BOS,4,3 ,2968,0,09:28,10:32,Kourtney Kunichika,36,6,6,,,,2941,3061,made,Megan Bozek,Emily Pfalzer,9,7,,2016
Penalty,Boston Pride,13:42,#14 Brianna Decker Cross-Checking Minor 2 minsPower Play,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,4 - 3 BOS,13,42,6:18,BOS,4,3 ,3222,120,13:42,6:18,Brianna Decker,14,6,6,Cross-Checking,Minor,2 mins,3222,3342,,,,,,,2016
Penalty,Buffalo Beauts,18:47,#36 Kourtney Kunichika Hooking Minor 2 minsPower Play,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,1,Even Strength,4 - 3 BOS,18,47,1:13,BOS,4,3 ,3527,120,18:47,1:13,Kourtney Kunichika,36,6,6,Hooking,Minor,2 mins,3527,3647,,,,,,,2016
Goalie,Buffalo Beauts,19:22,Pulled Goalie #29 Brianne McLaughlin,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,Pulled,0,Even Strength,4 - 3 BOS,19,22,0:38,BOS,4,3 ,3562,0,19:22,0:38,Pulled Goalie  Brianne McLaughlin,29,6,6,,,,3527,3647,,,,,,,2016
PP Goal,Boston Pride,19:29,#14 Brianna DeckerPower PlayEmpty Net5 - 3 BOS,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,,0,Even Strength,5 - 3 BOS,19,29,0:31,BOS,5,3 ,3569,0,19:29,0:31,Brianna Decker,14,6,6,,,,3527,3647,made,,,,,,2016
Goalie,Buffalo Beauts,19:30,Returned Goalie #29 Brianne McLaughlin,3,40869, Buffalo Beauts,"",Buffalo Beauts,3, Boston Pride,"",Boston Pride,5,Returned,0,Even Strength,5 - 3 BOS,19,30,0:30,BOS,5,3 ,3570,0,19:30,0:30,Returned Goalie  Brianne McLaughlin,29,6,6,,,,3527,3647,,,,,,,2016
Goalie,Connecticut Whale,00:00,Starting Goalie #24 Nicole Stock,1,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Nicole Sck,24,5,5,,,,,,,,,,,,2016
Goalie,New York RivetersNYR,00:00,Starting Goalie #33 Nana Fujimoto,1,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Nana Fujimo,33,5,5,,,,,,,,,,,,2016
Penalty,Connecticut Whale,07:12,#19 Brittany Dougherty Hooking Minor 2 minsPower Play,1,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,0 - 0 T,7,12,12:48,T,0,0,432,120,07:12,12:48,Brittany Dougherty,19,6,6,Hooking,Minor,2 mins,432,552,,,,,,,2016
Penalty,Connecticut Whale,10:00,#28 Sam Faber Cross-Checking Minor 2 minsPower Play,1,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,0 - 0 T,10,0,9:00,T,0,0,600,120,10:00,9:00,Sam Faber,28,6,6,Cross-Checking,Minor,2 mins,600,720,,,,,,,2016
Penalty,New York RivetersNYR,12:00,#9 Ludmila Belyakova Hooking Minor 2 minsPower Play,1,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,0 - 0 T,12,0,7:00,T,0,0,720,120,12:00,7:00,Ludmila Belyakova,9,6,6,Hooking,Minor,2 mins,720,840,,,,,,,2016
PP Goal,Connecticut Whale,12:22,#88 Alyssa Wohlfeiler from #22 Danielle Ward and #13 Kaleigh FratkinPower Play1 - 0 CTW,1,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,1 - 0 CTW,12,22,7:38,CTW,1,0 ,742,0,12:22,7:38,Alyssa Wohlfeiler,88,6,6,,,,720,840,made,Danielle Ward,Kaleigh Fratkin,22,13,,2016
Penalty,New York RivetersNYR,16:10,#9 Ludmila Belyakova Hooking Minor 2 minsPower Play,1,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,1 - 0 CTW,16,10,3:50,CTW,1,0 ,970,120,16:10,3:50,Ludmila Belyakova,9,6,6,Hooking,Minor,2 mins,970,1090,,,,,,,2016
Goalie,New York RivetersNYR,00:00,#33 Nana Fujimoto replaced by #33 Nana Fujimoto,2,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,1 - 0 CTW,0,0,20:00,CTW,1,0 ,1200,0,00:00,20:00,Nana Fujimo replaced,33,6,6,,,,970,1090,,Nana Fujimo,,33,,,2016
Goalie,Connecticut Whale,00:00,#24 Nicole Stock replaced by #24 Nicole Stock,2,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,1 - 0 CTW,0,0,20:00,CTW,1,0 ,1200,0,00:00,20:00,Nicole Sck replaced,24,6,6,,,,970,1090,,Nicole Sck,,24,,,2016
Penalty,Connecticut Whale,07:04,#61 Kelli Stack Tripping Minor 2 minsPower Play,2,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,1 - 0 CTW,7,4,12:56,CTW,1,0 ,1624,120,07:04,12:56,Kelli Stack,61,6,6,Tripping,Minor,2 mins,1624,1744,,,,,,,2016
Penalty,Connecticut Whale,07:13,#28 Sam Faber Hooking Minor 2 minsPower Play,2,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,1 - 0 CTW,7,13,12:47,CTW,1,0 ,1633,120,07:13,12:47,Sam Faber,28,6,6,Hooking,Minor,2 mins,1633,1753,,,,,,,2016
PP Goal,New York RivetersNYR,08:33,#10 Ashley Johnston from #18 Meghan Fardelmann and #12 Janine WeberPower Play1 - 1 Tie,2,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,1 - 1 T,8,33,11:27,T,1,1 ,1713,0,08:33,11:27,Ashley Johnsn,10,6,6,,,,1633,1753,made,Meghan Fardelmann,Janine Weberie,18,12,,2016
Goalie,Connecticut Whale,00:00,#24 Nicole Stock replaced by #24 Nicole Stock,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,1 - 1 T,0,0,20:00,T,1,1 ,2400,0,00:00,20:00,Nicole Sck replaced,24,6,6,,,,1633,1753,,Nicole Sck,,24,,,2016
Goalie,New York RivetersNYR,00:00,#33 Nana Fujimoto replaced by #33 Nana Fujimoto,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,1 - 1 T,0,0,20:00,T,1,1 ,2400,0,00:00,20:00,Nana Fujimo replaced,33,6,6,,,,1633,1753,,Nana Fujimo,,33,,,2016
Penalty,New York RivetersNYR,02:02,#21 Gabie Figueroa High-Sticking Minor 2 minsPower Play,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,1 - 1 T,2,2,17:58,T,1,1 ,2522,120,02:02,17:58,Gabie Figueroa,21,6,6,High-Sticking,Minor,2 mins,2522,2642,,,,,,,2016
PP Goal,Connecticut Whale,02:25,#13 Kaleigh Fratkin from #61 Kelli Stack and #56 Jessica KoizumiPower Play2 - 1 CTW,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,2 - 1 CTW,2,25,17:35,CTW,2,1 ,2545,0,02:25,17:35,Kaleigh Fratkin,13,6,6,,,,2522,2642,made,Kelli Stack,Jessica Koizumi,61,56,,2016
Penalty,Connecticut Whale,03:05,#13 Kaleigh Fratkin Cross-Checking Minor 2 minsPower Play,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,2 - 1 CTW,3,5,16:55,CTW,2,1 ,2585,120,03:05,16:55,Kaleigh Fratkin,13,6,6,Cross-Checking,Minor,2 mins,2585,2705,,,,,,,2016
Goalie,New York RivetersNYR,19:00,Pulled Goalie #33 Nana Fujimoto,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,Pulled,0,Even Strength,2 - 1 CTW,19,0,0:00,CTW,2,1 ,3540,0,19:00,0:00,Pulled Goalie  Nana Fujimo,33,6,6,,,,2585,2705,,,,,,,2016
Goal,Connecticut Whale,19:09,#8 Kelly BabstockEven StrengthEmpty Net3 - 1 CTW,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,0,Even Strength,3 - 1 CTW,19,9,0:51,CTW,3,1 ,3549,0,19:09,0:51,Kelly Babsck,8,6,6,,,,2585,2705,made,,,,,,2016
Goalie,New York RivetersNYR,19:10,Returned Goalie #33 Nana Fujimoto,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,Returned,0,Even Strength,3 - 1 CTW,19,10,0:50,CTW,3,1 ,3550,0,19:10,0:50,Returned Goalie  Nana Fujimo,33,6,6,,,,2585,2705,,,,,,,2016
Penalty,New York RivetersNYR,20:00,#12 Janine Weber Delay of game Minor 2 minsPower Play,3,40864, New York Riveters,"",New York Riveters,1, Connecticut Whale,"",Connecticut Whale,3,,1,Even Strength,3 - 1 CTW,20,0,-1:00,CTW,3,1 ,3600,120,20:00,-1:00,Janine Weber  game,12,6,6,Delay,Minor,2 mins,3600,3720,,,,,,,2016
Goalie,Buffalo Beauts,00:00,Starting Goalie #1 Kimberly Sass,1,40868, Buffalo Beauts,"",Buffalo Beauts,2, Connecticut Whale,"",Connecticut Whale,3,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Kimberly Sass,1,5,5,,,,,,,,,,,,2016
